id,title,vote_average,vote_count,popularity,year,month,day
278,The Shawshank Redemption,StandardScaler(),StandardScaler(),StandardScaler(),1994,9,23
238,The Godfather,StandardScaler(),StandardScaler(),StandardScaler(),1972,3,14
240,The Godfather Part II,StandardScaler(),StandardScaler(),StandardScaler(),1974,12,20
424,Schindler's List,StandardScaler(),StandardScaler(),StandardScaler(),1993,12,15
389,12 Angry Men,StandardScaler(),StandardScaler(),StandardScaler(),1957,4,10
129,Spirited Away,StandardScaler(),StandardScaler(),StandardScaler(),2001,7,20
155,The Dark Knight,StandardScaler(),StandardScaler(),StandardScaler(),2008,7,16
19404,Dilwale Dulhania Le Jayenge,StandardScaler(),StandardScaler(),StandardScaler(),1995,10,20
497,The Green Mile,StandardScaler(),StandardScaler(),StandardScaler(),1999,12,10
496243,Parasite,StandardScaler(),StandardScaler(),StandardScaler(),2019,5,30
122,The Lord of the Rings: The Return of the King,StandardScaler(),StandardScaler(),StandardScaler(),2003,12,17
680,Pulp Fiction,StandardScaler(),StandardScaler(),StandardScaler(),1994,9,10
372058,Your Name.,StandardScaler(),StandardScaler(),StandardScaler(),2016,8,26
13,Forrest Gump,StandardScaler(),StandardScaler(),StandardScaler(),1994,6,23
157336,Interstellar,StandardScaler(),StandardScaler(),StandardScaler(),2014,11,5
429,"The Good, the Bad and the Ugly",StandardScaler(),StandardScaler(),StandardScaler(),1966,12,22
769,GoodFellas,StandardScaler(),StandardScaler(),StandardScaler(),1990,9,12
346,Seven Samurai,StandardScaler(),StandardScaler(),StandardScaler(),1954,4,26
12477,Grave of the Fireflies,StandardScaler(),StandardScaler(),StandardScaler(),1988,4,16
637,Life Is Beautiful,StandardScaler(),StandardScaler(),StandardScaler(),1997,12,20
550,Fight Club,StandardScaler(),StandardScaler(),StandardScaler(),1999,10,15
667257,Impossible Things,StandardScaler(),StandardScaler(),StandardScaler(),2021,6,17
14537,Harakiri,StandardScaler(),StandardScaler(),StandardScaler(),1962,9,15
11216,Cinema Paradiso,StandardScaler(),StandardScaler(),StandardScaler(),1988,11,17
598,City of God,StandardScaler(),StandardScaler(),StandardScaler(),2002,8,30
120,The Lord of the Rings: The Fellowship of the Ring,StandardScaler(),StandardScaler(),StandardScaler(),2001,12,18
539,Psycho,StandardScaler(),StandardScaler(),StandardScaler(),1960,6,22
40096,A Dog's Will,StandardScaler(),StandardScaler(),StandardScaler(),2000,9,15
510,One Flew Over the Cuckoo's Nest,StandardScaler(),StandardScaler(),StandardScaler(),1975,11,19
121,The Lord of the Rings: The Two Towers,StandardScaler(),StandardScaler(),StandardScaler(),2002,12,18
696374,Gabriel's Inferno,StandardScaler(),StandardScaler(),StandardScaler(),2020,5,29
311,Once Upon a Time in America,StandardScaler(),StandardScaler(),StandardScaler(),1984,5,23
255709,Hope,StandardScaler(),StandardScaler(),StandardScaler(),2013,10,2
324857,Spider-Man: Into the Spider-Verse,StandardScaler(),StandardScaler(),StandardScaler(),2018,12,6
4935,Howl's Moving Castle,StandardScaler(),StandardScaler(),StandardScaler(),2004,9,9
1891,The Empire Strikes Back,StandardScaler(),StandardScaler(),StandardScaler(),1980,5,20
378064,A Silent Voice: The Movie,StandardScaler(),StandardScaler(),StandardScaler(),2016,9,17
423,The Pianist,StandardScaler(),StandardScaler(),StandardScaler(),2002,9,17
807,Se7en,StandardScaler(),StandardScaler(),StandardScaler(),1995,9,22
244786,Whiplash,StandardScaler(),StandardScaler(),StandardScaler(),2014,10,10
27205,Inception,StandardScaler(),StandardScaler(),StandardScaler(),2010,7,15
724089,Gabriel's Inferno: Part II,StandardScaler(),StandardScaler(),StandardScaler(),2020,7,31
770156,Lucy Shimmers and the Prince of Peace,StandardScaler(),StandardScaler(),StandardScaler(),2020,10,19
1058694,Radical,StandardScaler(),StandardScaler(),StandardScaler(),2023,10,19
761053,Gabriel's Inferno: Part III,StandardScaler(),StandardScaler(),StandardScaler(),2020,11,19
12493,High and Low,StandardScaler(),StandardScaler(),StandardScaler(),1963,3,1
567,Rear Window,StandardScaler(),StandardScaler(),StandardScaler(),1954,8,1
274,The Silence of the Lambs,StandardScaler(),StandardScaler(),StandardScaler(),1991,2,14
569094,Spider-Man: Across the Spider-Verse,StandardScaler(),StandardScaler(),StandardScaler(),2023,5,31
620249,The Legend of Hei,StandardScaler(),StandardScaler(),StandardScaler(),2019,8,27
73,American History X,StandardScaler(),StandardScaler(),StandardScaler(),1998,7,1
128,Princess Mononoke,StandardScaler(),StandardScaler(),StandardScaler(),1997,7,12
105,Back to the Future,StandardScaler(),StandardScaler(),StandardScaler(),1985,7,3
1184918,The Wild Robot,StandardScaler(),StandardScaler(),StandardScaler(),2024,9,12
15804,A Brighter Summer Day,StandardScaler(),StandardScaler(),StandardScaler(),1991,7,27
820067,The Quintessential Quintuplets Movie,StandardScaler(),StandardScaler(),StandardScaler(),2022,5,20
372754,Dou kyu sei – Classmates,StandardScaler(),StandardScaler(),StandardScaler(),2016,2,20
3782,Ikiru,StandardScaler(),StandardScaler(),StandardScaler(),1952,10,9
10494,Perfect Blue,StandardScaler(),StandardScaler(),StandardScaler(),1998,2,28
207,Dead Poets Society,StandardScaler(),StandardScaler(),StandardScaler(),1989,6,2
101,Léon: The Professional,StandardScaler(),StandardScaler(),StandardScaler(),1994,9,14
1186532,The Forge,StandardScaler(),StandardScaler(),StandardScaler(),2024,8,22
652837,"Josee, the Tiger and the Fish",StandardScaler(),StandardScaler(),StandardScaler(),2020,12,25
914,The Great Dictator,StandardScaler(),StandardScaler(),StandardScaler(),1940,10,15
599,Sunset Boulevard,StandardScaler(),StandardScaler(),StandardScaler(),1950,8,10
533514,Violet Evergarden: The Movie,StandardScaler(),StandardScaler(),StandardScaler(),2020,9,18
1139087,Once Upon a Studio,StandardScaler(),StandardScaler(),StandardScaler(),2023,9,24
644479,Dedicated to my ex,StandardScaler(),StandardScaler(),StandardScaler(),2019,11,1
1356039,Counterattack,StandardScaler(),StandardScaler(),StandardScaler(),2025,2,27
42269,We All Loved Each Other So Much,StandardScaler(),StandardScaler(),StandardScaler(),1974,12,21
3082,Modern Times,StandardScaler(),StandardScaler(),StandardScaler(),1936,2,5
335,Once Upon a Time in the West,StandardScaler(),StandardScaler(),StandardScaler(),1968,12,21
1585,It's a Wonderful Life,StandardScaler(),StandardScaler(),StandardScaler(),1946,12,20
92321,Hotarubi no Mori e,StandardScaler(),StandardScaler(),StandardScaler(),2011,9,17
77338,The Intouchables,StandardScaler(),StandardScaler(),StandardScaler(),2011,11,2
18491,Neon Genesis Evangelion: The End of Evangelion,StandardScaler(),StandardScaler(),StandardScaler(),1997,7,19
28,Apocalypse Now,StandardScaler(),StandardScaler(),StandardScaler(),1979,5,19
632632,Given,StandardScaler(),StandardScaler(),StandardScaler(),2020,8,22
901,City Lights,StandardScaler(),StandardScaler(),StandardScaler(),1931,2,6
975,Paths of Glory,StandardScaler(),StandardScaler(),StandardScaler(),1957,10,25
8587,The Lion King,StandardScaler(),StandardScaler(),StandardScaler(),1994,6,15
637920,Miracle in Cell No. 7,StandardScaler(),StandardScaler(),StandardScaler(),2019,10,10
568332,Taylor Swift: Reputation Stadium Tour,StandardScaler(),StandardScaler(),StandardScaler(),2018,12,31
29259,Le Trou,StandardScaler(),StandardScaler(),StandardScaler(),1960,3,18
630566,Clouds,StandardScaler(),StandardScaler(),StandardScaler(),2020,10,9
10376,The Legend of 1900,StandardScaler(),StandardScaler(),StandardScaler(),1998,10,28
670,Oldboy,StandardScaler(),StandardScaler(),StandardScaler(),2003,11,21
572154,Rascal Does Not Dream of a Dreaming Girl,StandardScaler(),StandardScaler(),StandardScaler(),2019,6,15
447362,Life in a Year,StandardScaler(),StandardScaler(),StandardScaler(),2020,11,27
504253,I Want to Eat Your Pancreas,StandardScaler(),StandardScaler(),StandardScaler(),2018,9,1
299534,Avengers: Endgame,StandardScaler(),StandardScaler(),StandardScaler(),2019,4,24
299536,Avengers: Infinity War,StandardScaler(),StandardScaler(),StandardScaler(),2018,4,25
603,The Matrix,StandardScaler(),StandardScaler(),StandardScaler(),1999,3,31
803796,KPop Demon Hunters,StandardScaler(),StandardScaler(),StandardScaler(),2025,6,20
508965,Klaus,StandardScaler(),StandardScaler(),StandardScaler(),2019,11,8
527641,Five Feet Apart,StandardScaler(),StandardScaler(),StandardScaler(),2019,3,14
654299,Out of the Clear Blue Sky,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,24
490132,Green Book,StandardScaler(),StandardScaler(),StandardScaler(),2018,11,16
25237,Come and See,StandardScaler(),StandardScaler(),StandardScaler(),1985,10,17
857,Saving Private Ryan,StandardScaler(),StandardScaler(),StandardScaler(),1998,7,24
98,Gladiator,StandardScaler(),StandardScaler(),StandardScaler(),2000,5,4
110420,Wolf Children,StandardScaler(),StandardScaler(),StandardScaler(),2012,7,21
24188,Il Sorpasso,StandardScaler(),StandardScaler(),StandardScaler(),1962,12,5
995133,"The Boy, the Mole, the Fox and the Horse",StandardScaler(),StandardScaler(),StandardScaler(),2022,12,25
265177,Mommy,StandardScaler(),StandardScaler(),StandardScaler(),2014,9,19
37257,Witness for the Prosecution,StandardScaler(),StandardScaler(),StandardScaler(),1957,12,17
92060,Michael Jackson's Thriller,StandardScaler(),StandardScaler(),StandardScaler(),1983,11,14
16869,Inglourious Basterds,StandardScaler(),StandardScaler(),StandardScaler(),2009,8,2
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,StandardScaler(),StandardScaler(),StandardScaler(),2020,10,16
315162,Puss in Boots: The Last Wish,StandardScaler(),StandardScaler(),StandardScaler(),2022,12,7
618344,Justice League Dark: Apokolips War,StandardScaler(),StandardScaler(),StandardScaler(),2020,5,5
694,The Shining,StandardScaler(),StandardScaler(),StandardScaler(),1980,5,23
441130,Wolfwalkers,StandardScaler(),StandardScaler(),StandardScaler(),2020,10,26
50014,The Help,StandardScaler(),StandardScaler(),StandardScaler(),2011,8,9
1124,The Prestige,StandardScaler(),StandardScaler(),StandardScaler(),2006,10,17
11,Star Wars,StandardScaler(),StandardScaler(),StandardScaler(),1977,5,25
11324,Shutter Island,StandardScaler(),StandardScaler(),StandardScaler(),2010,2,14
354912,Coco,StandardScaler(),StandardScaler(),StandardScaler(),2017,10,27
829402,Ultraman: Rising,StandardScaler(),StandardScaler(),StandardScaler(),2024,6,14
16672,Woman in the Dunes,StandardScaler(),StandardScaler(),StandardScaler(),1964,2,15
290098,The Handmaiden,StandardScaler(),StandardScaler(),StandardScaler(),2016,6,1
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,StandardScaler(),StandardScaler(),StandardScaler(),2021,3,8
284,The Apartment,StandardScaler(),StandardScaler(),StandardScaler(),1960,6,21
313106,Doctor Who: The Day of the Doctor,StandardScaler(),StandardScaler(),StandardScaler(),2013,11,23
324786,Hacksaw Ridge,StandardScaler(),StandardScaler(),StandardScaler(),2016,10,7
522924,The Art of Racing in the Rain,StandardScaler(),StandardScaler(),StandardScaler(),2019,8,8
1160164,TAYLOR SWIFT | THE ERAS TOUR,StandardScaler(),StandardScaler(),StandardScaler(),2023,10,13
68718,Django Unchained,StandardScaler(),StandardScaler(),StandardScaler(),2012,12,25
185,A Clockwork Orange,StandardScaler(),StandardScaler(),StandardScaler(),1971,12,19
620683,My Mom Is a Character 3,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,26
77,Memento,StandardScaler(),StandardScaler(),StandardScaler(),2000,10,11
476292,Maquia: When the Promised Flower Blooms,StandardScaler(),StandardScaler(),StandardScaler(),2018,2,24
5156,Bicycle Thieves,StandardScaler(),StandardScaler(),StandardScaler(),1948,7,21
629,The Usual Suspects,StandardScaler(),StandardScaler(),StandardScaler(),1995,7,19
490,The Seventh Seal,StandardScaler(),StandardScaler(),StandardScaler(),1957,2,16
537061,Steven Universe: The Movie,StandardScaler(),StandardScaler(),StandardScaler(),2019,10,7
361743,Top Gun: Maverick,StandardScaler(),StandardScaler(),StandardScaler(),2022,5,21
348,Alien,StandardScaler(),StandardScaler(),StandardScaler(),1979,5,25
18148,Tokyo Story,StandardScaler(),StandardScaler(),StandardScaler(),1953,11,3
26451,Investigation of a Citizen Above Suspicion,StandardScaler(),StandardScaler(),StandardScaler(),1970,10,16
20941,Innocent Voices,StandardScaler(),StandardScaler(),StandardScaler(),2005,1,28
1422,The Departed,StandardScaler(),StandardScaler(),StandardScaler(),2006,10,4
111,Scarface,StandardScaler(),StandardScaler(),StandardScaler(),1983,12,9
489,Good Will Hunting,StandardScaler(),StandardScaler(),StandardScaler(),1997,12,5
289,Casablanca,StandardScaler(),StandardScaler(),StandardScaler(),1943,1,15
851644,20th Century Girl,StandardScaler(),StandardScaler(),StandardScaler(),2022,10,6
426,Vertigo,StandardScaler(),StandardScaler(),StandardScaler(),1958,5,28
81481,Silenced,StandardScaler(),StandardScaler(),StandardScaler(),2011,9,22
399106,Piper,StandardScaler(),StandardScaler(),StandardScaler(),2016,6,16
37165,The Truman Show,StandardScaler(),StandardScaler(),StandardScaler(),1998,6,4
10098,The Kid,StandardScaler(),StandardScaler(),StandardScaler(),1921,1,21
592350,My Hero Academia: Heroes Rising,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,20
872,Singin' in the Rain,StandardScaler(),StandardScaler(),StandardScaler(),1952,4,10
606856,Togo,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,20
517814,Capernaum,StandardScaler(),StandardScaler(),StandardScaler(),2018,9,20
458220,Palmer,StandardScaler(),StandardScaler(),StandardScaler(),2021,1,28
797,Persona,StandardScaler(),StandardScaler(),StandardScaler(),1966,10,18
666,Central Station,StandardScaler(),StandardScaler(),StandardScaler(),1998,4,3
575813,Better Days,StandardScaler(),StandardScaler(),StandardScaler(),2019,10,25
280,Terminator 2: Judgment Day,StandardScaler(),StandardScaler(),StandardScaler(),1991,7,3
823219,Flow,StandardScaler(),StandardScaler(),StandardScaler(),2024,8,29
103,Taxi Driver,StandardScaler(),StandardScaler(),StandardScaler(),1976,2,9
693134,Dune: Part Two,StandardScaler(),StandardScaler(),StandardScaler(),2024,2,27
1103621,How to Make Millions Before Grandma Dies,StandardScaler(),StandardScaler(),StandardScaler(),2024,4,4
475557,Joker,StandardScaler(),StandardScaler(),StandardScaler(),2019,10,1
20914,My Friends,StandardScaler(),StandardScaler(),StandardScaler(),1975,10,24
9702,Bound by Honor,StandardScaler(),StandardScaler(),StandardScaler(),1993,2,5
812225,Black Clover: Sword of the Wizard King,StandardScaler(),StandardScaler(),StandardScaler(),2023,6,16
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,StandardScaler(),StandardScaler(),StandardScaler(),1964,1,29
600,Full Metal Jacket,StandardScaler(),StandardScaler(),StandardScaler(),1987,6,26
422,8½,StandardScaler(),StandardScaler(),StandardScaler(),1963,2,14
810693,Jujutsu Kaisen 0,StandardScaler(),StandardScaler(),StandardScaler(),2021,12,24
500,Reservoir Dogs,StandardScaler(),StandardScaler(),StandardScaler(),1992,9,2
610892,Violet Evergarden: Eternity and the Auto Memory Doll,StandardScaler(),StandardScaler(),StandardScaler(),2019,9,6
1398,Stalker,StandardScaler(),StandardScaler(),StandardScaler(),1979,5,25
38288,"“The Shorts” by Aldo, Giovanni and Giacomo",StandardScaler(),StandardScaler(),StandardScaler(),1996,3,29
795607,Green Snake,StandardScaler(),StandardScaler(),StandardScaler(),2021,7,23
406997,Wonder,StandardScaler(),StandardScaler(),StandardScaler(),2017,11,13
3780,Red Beard,StandardScaler(),StandardScaler(),StandardScaler(),1965,4,3
531428,Portrait of a Lady on Fire,StandardScaler(),StandardScaler(),StandardScaler(),2019,9,18
1026227,There's Still Tomorrow,StandardScaler(),StandardScaler(),StandardScaler(),2023,10,26
100,"Lock, Stock and Two Smoking Barrels",StandardScaler(),StandardScaler(),StandardScaler(),1998,8,28
398818,Call Me by Your Name,StandardScaler(),StandardScaler(),StandardScaler(),2017,7,28
996,Double Indemnity,StandardScaler(),StandardScaler(),StandardScaler(),1944,7,6
791373,Zack Snyder's Justice League,StandardScaler(),StandardScaler(),StandardScaler(),2021,3,18
46738,Incendies,StandardScaler(),StandardScaler(),StandardScaler(),2010,9,17
20334,The Shop Around the Corner,StandardScaler(),StandardScaler(),StandardScaler(),1940,1,12
10681,WALL·E,StandardScaler(),StandardScaler(),StandardScaler(),2008,6,22
600354,The Father,StandardScaler(),StandardScaler(),StandardScaler(),2020,12,23
508442,Soul,StandardScaler(),StandardScaler(),StandardScaler(),2020,12,25
146233,Prisoners,StandardScaler(),StandardScaler(),StandardScaler(),2013,9,19
614,Wild Strawberries,StandardScaler(),StandardScaler(),StandardScaler(),1957,8,28
19,Metropolis,StandardScaler(),StandardScaler(),StandardScaler(),1927,2,6
24382,Big Deal on Madonna Street,StandardScaler(),StandardScaler(),StandardScaler(),1958,7,26
103663,The Hunt,StandardScaler(),StandardScaler(),StandardScaler(),2012,6,13
843,In the Mood for Love,StandardScaler(),StandardScaler(),StandardScaler(),2000,9,29
755812,"Miraculous World: New York, United HeroeZ",StandardScaler(),StandardScaler(),StandardScaler(),2020,9,25
663558,New Gods: Nezha Reborn,StandardScaler(),StandardScaler(),StandardScaler(),2021,2,6
655,"Paris, Texas",StandardScaler(),StandardScaler(),StandardScaler(),1984,7,16
239,Some Like It Hot,StandardScaler(),StandardScaler(),StandardScaler(),1959,3,19
38,Eternal Sunshine of the Spotless Mind,StandardScaler(),StandardScaler(),StandardScaler(),2004,3,19
664767,Mortal Kombat Legends: Scorpion's Revenge,StandardScaler(),StandardScaler(),StandardScaler(),2020,4,12
470044,The Hate U Give,StandardScaler(),StandardScaler(),StandardScaler(),2018,10,19
11878,Yojimbo,StandardScaler(),StandardScaler(),StandardScaler(),1961,4,25
149871,The Tale of The Princess Kaguya,StandardScaler(),StandardScaler(),StandardScaler(),2013,11,23
282848,Doctor Who: The Time of the Doctor,StandardScaler(),StandardScaler(),StandardScaler(),2013,12,25
387,Das Boot,StandardScaler(),StandardScaler(),StandardScaler(),1981,9,17
20532,Sansho the Bailiff,StandardScaler(),StandardScaler(),StandardScaler(),1954,3,31
411088,The Invisible Guest,StandardScaler(),StandardScaler(),StandardScaler(),2017,1,6
12445,Harry Potter and the Deathly Hallows: Part 2,StandardScaler(),StandardScaler(),StandardScaler(),2011,7,12
406,La Haine,StandardScaler(),StandardScaler(),StandardScaler(),1995,5,31
705,All About Eve,StandardScaler(),StandardScaler(),StandardScaler(),1950,11,9
55823,The Great War,StandardScaler(),StandardScaler(),StandardScaler(),1959,10,28
831827,Far from the Tree,StandardScaler(),StandardScaler(),StandardScaler(),2021,11,24
7345,There Will Be Blood,StandardScaler(),StandardScaler(),StandardScaler(),2007,12,26
2457,Children of Paradise,StandardScaler(),StandardScaler(),StandardScaler(),1945,3,15
8392,My Neighbor Totoro,StandardScaler(),StandardScaler(),StandardScaler(),1988,4,16
1091,The Thing,StandardScaler(),StandardScaler(),StandardScaler(),1982,6,25
832,M,StandardScaler(),StandardScaler(),StandardScaler(),1931,5,11
31439,To Live,StandardScaler(),StandardScaler(),StandardScaler(),1994,5,18
11659,The Best of Youth,StandardScaler(),StandardScaler(),StandardScaler(),2003,6,22
62,2001: A Space Odyssey,StandardScaler(),StandardScaler(),StandardScaler(),1968,4,2
1064486,Memoir of a Snail,StandardScaler(),StandardScaler(),StandardScaler(),2024,10,17
359940,"Three Billboards Outside Ebbing, Missouri",StandardScaler(),StandardScaler(),StandardScaler(),2017,12,1
21634,Prayers for Bobby,StandardScaler(),StandardScaler(),StandardScaler(),2009,1,24
762975,Purple Hearts,StandardScaler(),StandardScaler(),StandardScaler(),2022,7,29
7347,Elite Squad,StandardScaler(),StandardScaler(),StandardScaler(),2007,10,12
4348,Pride & Prejudice,StandardScaler(),StandardScaler(),StandardScaler(),2005,9,16
133919,Scenes from a Marriage,StandardScaler(),StandardScaler(),StandardScaler(),1974,9,15
522518,A Dog's Journey,StandardScaler(),StandardScaler(),StandardScaler(),2019,5,3
439,La Dolce Vita,StandardScaler(),StandardScaler(),StandardScaler(),1960,2,5
11423,Memories of Murder,StandardScaler(),StandardScaler(),StandardScaler(),2003,4,25
381284,Hidden Figures,StandardScaler(),StandardScaler(),StandardScaler(),2016,12,10
992,Sherlock Jr.,StandardScaler(),StandardScaler(),StandardScaler(),1924,4,17
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,StandardScaler(),StandardScaler(),StandardScaler(),2019,8,30
518068,Along with the Gods: The Last 49 Days,StandardScaler(),StandardScaler(),StandardScaler(),2018,8,1
1955,The Elephant Man,StandardScaler(),StandardScaler(),StandardScaler(),1980,10,9
11645,Ran,StandardScaler(),StandardScaler(),StandardScaler(),1985,6,1
872585,Oppenheimer,StandardScaler(),StandardScaler(),StandardScaler(),2023,7,19
437068,A Taxi Driver,StandardScaler(),StandardScaler(),StandardScaler(),2017,8,2
548,Rashomon,StandardScaler(),StandardScaler(),StandardScaler(),1950,8,26
1244492,Look Back,StandardScaler(),StandardScaler(),StandardScaler(),2024,6,28
640344,Me Against You: Mr. S's Vendetta,StandardScaler(),StandardScaler(),StandardScaler(),2020,1,17
334543,Lion,StandardScaler(),StandardScaler(),StandardScaler(),2016,11,24
42229,A Special Day,StandardScaler(),StandardScaler(),StandardScaler(),1977,8,11
555604,Guillermo del Toro's Pinocchio,StandardScaler(),StandardScaler(),StandardScaler(),2022,11,9
582,The Lives of Others,StandardScaler(),StandardScaler(),StandardScaler(),2006,3,23
397567,Along with the Gods: The Two Worlds,StandardScaler(),StandardScaler(),StandardScaler(),2017,12,20
698687,Transformers One,StandardScaler(),StandardScaler(),StandardScaler(),2024,9,11
638507,How to Train Your Dragon: Homecoming,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,3
120467,The Grand Budapest Hotel,StandardScaler(),StandardScaler(),StandardScaler(),2014,2,26
310569,The Second Mother,StandardScaler(),StandardScaler(),StandardScaler(),2015,6,4
26022,My Name Is Khan,StandardScaler(),StandardScaler(),StandardScaler(),2010,2,10
550776,Believe Me: The Abduction of Lisa McVey,StandardScaler(),StandardScaler(),StandardScaler(),2018,9,30
800,The Young and the Damned,StandardScaler(),StandardScaler(),StandardScaler(),1950,12,9
20530,Late Spring,StandardScaler(),StandardScaler(),StandardScaler(),1949,9,13
106646,The Wolf of Wall Street,StandardScaler(),StandardScaler(),StandardScaler(),2013,12,25
279,Amadeus,StandardScaler(),StandardScaler(),StandardScaler(),1984,9,19
400608,Bo Burnham: Make Happy,StandardScaler(),StandardScaler(),StandardScaler(),2016,6,3
538362,On My Skin,StandardScaler(),StandardScaler(),StandardScaler(),2018,9,12
785534,Paper Lives,StandardScaler(),StandardScaler(),StandardScaler(),2021,3,12
147,The 400 Blows,StandardScaler(),StandardScaler(),StandardScaler(),1959,6,3
9277,The Sting,StandardScaler(),StandardScaler(),StandardScaler(),1973,12,25
307,"Rome, Open City",StandardScaler(),StandardScaler(),StandardScaler(),1945,10,8
610461,"Veinteañera, divorciada y fantástica",StandardScaler(),StandardScaler(),StandardScaler(),2020,2,14
821,Judgment at Nuremberg,StandardScaler(),StandardScaler(),StandardScaler(),1961,12,18
938,For a Few Dollars More,StandardScaler(),StandardScaler(),StandardScaler(),1965,12,18
472454,Ayla: The Daughter of War,StandardScaler(),StandardScaler(),StandardScaler(),2017,10,27
980477,Ne Zha 2,StandardScaler(),StandardScaler(),StandardScaler(),2025,1,29
641,Requiem for a Dream,StandardScaler(),StandardScaler(),StandardScaler(),2000,10,6
43949,Flipped,StandardScaler(),StandardScaler(),StandardScaler(),2010,8,6
28178,Hachi: A Dog's Tale,StandardScaler(),StandardScaler(),StandardScaler(),2009,6,8
673,Harry Potter and the Prisoner of Azkaban,StandardScaler(),StandardScaler(),StandardScaler(),2004,5,31
204,The Wages of Fear,StandardScaler(),StandardScaler(),StandardScaler(),1953,4,22
347688,Scooby-Doo! and Kiss: Rock and Roll Mystery,StandardScaler(),StandardScaler(),StandardScaler(),2015,7,9
359724,Ford v Ferrari,StandardScaler(),StandardScaler(),StandardScaler(),2019,11,13
521,Dial M for Murder,StandardScaler(),StandardScaler(),StandardScaler(),1954,5,29
414419,Kill Bill: The Whole Bloody Affair,StandardScaler(),StandardScaler(),StandardScaler(),2011,3,27
55960,"Toto, Peppino, and the Hussy",StandardScaler(),StandardScaler(),StandardScaler(),1956,8,23
1087192,How to Train Your Dragon,StandardScaler(),StandardScaler(),StandardScaler(),2025,6,6
14,American Beauty,StandardScaler(),StandardScaler(),StandardScaler(),1999,9,15
14696,Ugetsu,StandardScaler(),StandardScaler(),StandardScaler(),1953,3,26
400928,Gifted,StandardScaler(),StandardScaler(),StandardScaler(),2017,4,7
110416,Song of the Sea,StandardScaler(),StandardScaler(),StandardScaler(),2014,6,23
15,Citizen Kane,StandardScaler(),StandardScaler(),StandardScaler(),1941,4,17
526702,Black Beauty,StandardScaler(),StandardScaler(),StandardScaler(),2020,11,27
264644,Room,StandardScaler(),StandardScaler(),StandardScaler(),2015,10,16
8422,Rocco and His Brothers,StandardScaler(),StandardScaler(),StandardScaler(),1960,10,7
20453,3 Idiots,StandardScaler(),StandardScaler(),StandardScaler(),2009,12,23
515001,Jojo Rabbit,StandardScaler(),StandardScaler(),StandardScaler(),2019,10,18
140420,Paperman,StandardScaler(),StandardScaler(),StandardScaler(),2012,11,2
823754,Bo Burnham: Inside,StandardScaler(),StandardScaler(),StandardScaler(),2021,7,22
947,Lawrence of Arabia,StandardScaler(),StandardScaler(),StandardScaler(),1962,12,11
838240,Robot Dreams,StandardScaler(),StandardScaler(),StandardScaler(),2023,12,6
595,To Kill a Mockingbird,StandardScaler(),StandardScaler(),StandardScaler(),1962,12,20
568160,Weathering with You,StandardScaler(),StandardScaler(),StandardScaler(),2019,7,19
3175,Barry Lyndon,StandardScaler(),StandardScaler(),StandardScaler(),1975,12,18
524,Casino,StandardScaler(),StandardScaler(),StandardScaler(),1995,11,22
780,The Passion of Joan of Arc,StandardScaler(),StandardScaler(),StandardScaler(),1928,4,21
339877,Loving Vincent,StandardScaler(),StandardScaler(),StandardScaler(),2017,6,22
205596,The Imitation Game,StandardScaler(),StandardScaler(),StandardScaler(),2014,11,14
13223,Gran Torino,StandardScaler(),StandardScaler(),StandardScaler(),2008,12,12
11658,Tae Guk Gi: The Brotherhood of War,StandardScaler(),StandardScaler(),StandardScaler(),2004,2,5
19426,Nights of Cabiria,StandardScaler(),StandardScaler(),StandardScaler(),1957,10,3
962232,Beyond the Universe,StandardScaler(),StandardScaler(),StandardScaler(),2022,10,26
906126,Society of the Snow,StandardScaler(),StandardScaler(),StandardScaler(),2023,12,15
530915,1917,StandardScaler(),StandardScaler(),StandardScaler(),2019,12,25
962,The Gold Rush,StandardScaler(),StandardScaler(),StandardScaler(),1925,7,13
455661,In a Heartbeat,StandardScaler(),StandardScaler(),StandardScaler(),2017,6,1
449176,"Love, Simon",StandardScaler(),StandardScaler(),StandardScaler(),2018,2,16
678580,El mesero,StandardScaler(),StandardScaler(),StandardScaler(),2021,7,15
429210,Bingo: The King of the Mornings,StandardScaler(),StandardScaler(),StandardScaler(),2017,8,24
337404,Cruella,StandardScaler(),StandardScaler(),StandardScaler(),2021,5,26
51822,Love Hurts,StandardScaler(),StandardScaler(),StandardScaler(),2002,11,8
2517,Nobody Knows,StandardScaler(),StandardScaler(),StandardScaler(),2004,8,7
11778,The Deer Hunter,StandardScaler(),StandardScaler(),StandardScaler(),1978,12,8
7508,Like Stars on Earth,StandardScaler(),StandardScaler(),StandardScaler(),2007,12,21
213,North by Northwest,StandardScaler(),StandardScaler(),StandardScaler(),1959,8,6
678512,Sound of Freedom,StandardScaler(),StandardScaler(),StandardScaler(),2023,7,3
12761,Autumn Sonata,StandardScaler(),StandardScaler(),StandardScaler(),1978,10,8
